case_id,axis,parameters,representation,phase,ours_direct_median_ms,ours_direct_qualified_rounds,ours_prepared_median_ms,ours_prepared_qualified_rounds,cudd_fixed_median_ms,cudd_fixed_qualified_rounds,cudd_sift_median_ms,cudd_sift_qualified_rounds,agrum_conditioned_median_ms,agrum_conditioned_qualified_rounds,agrum_joint_median_ms,agrum_joint_qualified_rounds,storm_sparse_median_ms,storm_sparse_qualified_rounds,storm_compact_median_ms,storm_compact_qualified_rounds
20-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""chain""}",original,repeat,1.382412,3,0.50226,3,0.593428,3,0.655702,3,9.93088,3,2.17449,3,2.650851,3,1.175539,3
20-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""chain""}",original,counts,1.320318,3,0.456701,3,0.56798,3,0.623473,3,9.860011,3,2.138667,3,2.826226,3,1.344024,3
20-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""chain""}",original,masks,1.472698,3,0.453436,3,0.599737,3,0.6743,3,14.730415,3,8.73686,3,5.608628,3,5.316936,3
20-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""chain""}",original,metadata,1.431606,3,0.460988,3,0.590183,3,0.66074,3,9.841795,3,2.148692,3,2.585323,3,1.126575,3
20-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""chain""}",original,structure,1.441131,3,70.026824,3,0.723435,3,1.33451,3,26.828284,3,20.420236,3,5.687758,3,4.586419,3
20-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""chain""}",original,restore,1.345627,3,66.98501,3,0.646739,3,1.644238,3,25.762331,3,19.640235,3,6.158731,3,4.455722,3
20-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""chain""}",completion_projected,initial,1.684779,3,56.554358,3,4.219325,3,4.050519,3,19.310225,3,14.605315,3,6.135475,3,5.186089,3
20-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""chain""}",completion_projected,repeat,1.504807,3,0.680831,3,0.741553,3,0.828024,3,8.891574,3,2.438591,3,2.171006,3,1.102879,3
20-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""chain""}",completion_projected,counts,1.481893,3,0.64732,3,0.72025,3,0.794852,3,8.573762,3,2.346662,3,2.321532,3,1.272866,3
20-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""chain""}",completion_projected,masks,1.544898,3,0.645006,3,0.723274,3,0.788423,3,11.662189,3,7.018719,3,4.286758,3,3.441618,3
20-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""chain""}",completion_projected,metadata,1.516935,3,0.635732,3,0.714271,3,0.774281,3,8.414001,3,2.362165,3,2.173318,3,1.171033,3
20-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""chain""}",completion_projected,structure,1.566521,3,57.637132,3,0.851188,3,1.185844,3,20.057216,3,15.375037,3,4.472857,3,3.39606,3
20-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""chain""}",completion_projected,restore,1.507941,3,56.469379,3,0.806521,3,1.29571,3,19.314008,3,14.719211,3,4.198764,3,3.98535,3
21-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""fanout""}",original,initial,1.736037,3,148.130348,3,4.184983,3,4.968579,3,52.827013,3,46.315197,3,10.323843,3,9.217808,3
21-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""fanout""}",original,repeat,1.569204,3,0.595071,3,0.651806,3,0.728823,3,11.177112,3,2.214421,3,3.267184,3,1.495683,3
21-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""fanout""}",original,counts,1.533541,3,0.516432,3,0.629633,3,0.708952,3,11.197656,3,2.144696,3,3.475711,3,1.604418,3
21-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""fanout""}",original,masks,1.644438,3,0.503011,3,0.681271,3,0.765999,3,19.80213,3,13.200473,3,8.447285,3,8.016229,3
21-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""fanout""}",original,metadata,1.660062,3,0.498675,3,0.669663,3,0.738217,3,11.512945,3,2.188392,3,3.186753,3,1.43406,3
21-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""fanout""}",original,structure,1.676316,3,161.121054,3,1.349442,3,2.065255,3,64.167616,3,57.350277,3,9.367915,3,7.641583,3
21-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""fanout""}",original,restore,1.555003,3,147.310023,3,1.105723,3,2.128351,3,60.719225,3,53.798834,3,8.295093,3,7.307998,3
21-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""fanout""}",completion_projected,initial,1.88308,3,125.541786,3,4.334889,3,4.97506,3,40.118639,3,35.367284,3,7.900725,3,7.323632,3
21-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""fanout""}",completion_projected,repeat,1.749958,3,0.793751,3,0.827132,3,0.916847,3,8.973838,3,2.479662,3,2.279199,3,1.170982,3
21-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""fanout""}",completion_projected,counts,1.690148,3,0.756635,3,0.795985,3,0.878499,3,9.025169,3,2.439201,3,2.428014,3,1.284294,3
21-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""fanout""}",completion_projected,masks,1.807805,3,0.75333,3,0.818379,3,0.877007,3,14.294439,3,9.429031,3,6.188445,3,5.347031,3
21-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""fanout""}",completion_projected,metadata,1.809047,3,0.736975,3,0.797427,3,0.860963,3,8.91333,3,2.527355,3,2.256395,3,1.872974,3
21-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""fanout""}",completion_projected,structure,1.809979,3,140.322859,3,0.923287,3,1.229491,3,48.222164,3,43.016727,3,6.381578,3,5.39271,3
21-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""fanout""}",completion_projected,restore,1.674444,3,125.722465,3,0.94444,3,1.429704,3,44.307269,3,39.180702,3,6.830376,3,5.255503,3
22-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""diamond""}",original,initial,1.746513,3,347.993393,3,4.316201,3,5.071774,3,,0,,0,14.200147,3,13.77905,3
22-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""diamond""}",original,repeat,1.580732,3,0.578455,3,0.658837,3,0.756074,3,,0,,0,3.411602,3,1.522224,3
22-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""diamond""}",original,counts,1.569114,3,0.524343,3,0.64086,3,0.763996,3,,0,,0,3.484473,3,1.696667,3
22-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""diamond""}",original,masks,1.670227,3,1.449523,3,0.698207,3,0.790336,3,,0,,0,12.933391,3,11.373121,3
22-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""diamond""}",original,metadata,1.674153,3,0.505785,3,0.669464,3,0.763465,3,,0,,0,3.197449,3,1.443374,3
22-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""diamond""}",original,structure,1.781275,3,350.110788,3,1.395342,3,2.158907,3,,0,,0,12.607417,3,11.278046,3
22-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""diamond""}",original,restore,1.562885,3,343.599054,3,0.771127,3,1.683938,3,,0,,0,12.31872,3,11.258596,3
22-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""diamond""}",completion_projected,initial,1.913365,3,324.133213,3,4.323312,3,4.971102,3,,0,,0,11.932086,3,11.074588,3
22-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""diamond""}",completion_projected,repeat,1.75136,3,1.787405,3,0.846111,3,0.924739,3,,0,,0,2.348353,3,1.201938,3
22-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""diamond""}",completion_projected,counts,1.722426,3,0.779069,3,0.797947,3,0.879801,3,,0,,0,2.552503,3,1.343894,3
22-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""diamond""}",completion_projected,masks,1.844451,3,0.767281,3,0.815904,3,0.878189,3,,0,,0,10.753632,3,9.746197,3
22-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""diamond""}",completion_projected,metadata,1.866444,3,0.753691,3,0.810246,3,0.869776,3,,0,,0,2.215362,3,1.28272,3
22-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""diamond""}",completion_projected,structure,1.856079,3,329.310278,3,0.973393,3,1.279987,3,,0,,0,10.100734,3,9.201724,3
22-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""diamond""}",completion_projected,restore,1.709286,3,322.146072,3,0.98406,3,1.430755,3,,0,,0,10.007984,3,9.081162,3
23-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""cyclic""}",original,initial,1.756648,3,196.817123,3,3.421286,3,5.271246,3,72.539529,3,61.650591,3,11.096592,3,10.523543,3
23-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""cyclic""}",original,repeat,1.591689,3,0.556513,3,0.671066,3,0.751197,3,15.775911,3,2.206639,3,3.397551,3,1.516845,3
23-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""cyclic""}",original,counts,1.564227,3,0.56179,3,0.639138,3,0.724166,3,15.546033,3,2.149182,3,3.529131,3,1.65164,3
23-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""cyclic""}",original,masks,1.67186,3,0.524184,3,0.686759,3,1.278885,3,28.910304,3,18.627046,3,9.750705,3,8.305899,3
23-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""cyclic""}",original,metadata,1.67256,3,0.497783,3,1.220487,3,0.742744,3,15.591012,3,2.204376,3,3.21207,3,1.454711,3
23-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""cyclic""}",original,structure,1.761775,3,354.476803,3,0.97173,3,1.609897,3,,0,,0,12.382798,3,11.449755,3
23-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""cyclic""}",original,restore,1.542143,3,194.603884,3,0.799039,3,1.768857,3,,0,,0,9.143209,3,8.094629,3
23-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""cyclic""}",completion_projected,initial,1.928749,3,163.003427,3,4.335339,3,5.028188,3,57.919945,3,49.522423,3,8.662551,3,7.70585,3
23-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""cyclic""}",completion_projected,repeat,1.739552,3,0.794653,3,0.83943,3,0.927894,3,13.119437,3,2.514755,3,2.330157,3,1.229942,3
23-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""cyclic""}",completion_projected,counts,1.710809,3,0.807382,3,0.794783,3,0.898069,3,13.073737,3,2.471089,3,2.400203,3,1.353438,3
23-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""cyclic""}",completion_projected,masks,1.828236,3,0.801803,3,0.815494,3,0.874553,3,23.842099,3,15.044836,3,6.95043,3,6.655771,3
23-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""cyclic""}",completion_projected,metadata,1.848668,3,0.801794,3,0.807312,3,0.883587,3,13.193966,3,2.47757,3,2.264918,3,1.157241,3
23-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""cyclic""}",completion_projected,structure,1.837871,3,310.421662,3,1.006312,3,1.403764,3,,0,,0,10.719004,3,8.915762,3
23-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""cyclic""}",completion_projected,restore,1.702817,3,161.776935,3,1.008305,3,1.477997,3,,0,,0,6.738349,3,5.868161,3
24-fully_observed,fully_observed,"{""nodes"": 4}",original,initial,1.567722,3,32.036765,3,4.748225,3,4.461272,3,27.718803,3,15.942973,3,3.110888,3,3.053902,3
24-fully_observed,fully_observed,"{""nodes"": 4}",original,repeat,1.40109,3,1.086454,3,1.365226,3,1.579941,3,17.832252,3,4.925603,3,0.533097,3,0.210098,3
24-fully_observed,fully_observed,"{""nodes"": 4}",original,counts,1.35477,3,1.077861,3,1.34782,3,1.547552,3,17.112339,3,4.894856,3,0.685417,3,0.331622,3
24-fully_observed,fully_observed,"{""nodes"": 4}",original,masks,0.829255,3,0.596182,3,0.71396,3,0.777837,3,14.947608,3,9.998058,3,2.060078,3,1.936842,3
24-fully_observed,fully_observed,"{""nodes"": 4}",original,metadata,0.830577,3,0.586548,3,0.699528,3,0.765208,3,8.519902,3,2.541886,3,0.592927,3,0.246883,3
24-fully_observed,fully_observed,"{""nodes"": 4}",original,structure,0.842124,3,30.747703,3,0.758047,3,1.076829,3,15.118988,3,10.087818,3,1.539971,3,1.410705,3
24-fully_observed,fully_observed,"{""nodes"": 4}",original,restore,1.345406,3,31.245689,3,1.366838,3,1.810749,3,26.89088,3,15.300818,3,2.145337,3,2.613534,3
24-fully_observed,fully_observed,"{""nodes"": 4}",completion_projected,initial,0.596162,3,27.510998,3,2.93436,3,3.137498,3,6.623863,3,6.0933,3,1.733322,3,1.756668,3
24-fully_observed,fully_observed,"{""nodes"": 4}",completion_projected,repeat,0.490703,3,0.464593,3,0.534188,3,0.553187,3,2.442486,3,1.013865,3,0.465344,3,0.411703,3
24-fully_observed,fully_observed,"{""nodes"": 4}",completion_projected,counts,0.471504,3,0.418784,3,0.435609,3,0.450131,3,2.353601,3,0.969847,3,0.567679,3,0.509852,3
24-fully_observed,fully_observed,"{""nodes"": 4}",completion_projected,masks,0.393696,3,0.354937,3,0.374477,3,0.379234,3,3.433265,3,2.906918,3,1.411195,3,1.494271,3
24-fully_observed,fully_observed,"{""nodes"": 4}",completion_projected,metadata,0.39045,3,0.344912,3,0.356149,3,0.385623,3,2.301983,3,0.919661,3,0.507958,3,0.43613,3
24-fully_observed,fully_observed,"{""nodes"": 4}",completion_projected,structure,0.387877,3,26.997697,3,0.424402,3,0.625537,3,5.928951,3,5.428955,3,0.955786,3,0.870287,3
24-fully_observed,fully_observed,"{""nodes"": 4}",completion_projected,restore,0.449019,3,26.78502,3,0.480728,3,0.664816,3,5.972389,3,5.495385,3,0.795493,3,0.801112,3
25-fully_observed,fully_observed,"{""nodes"": 16}",original,initial,1.964132,3,46.704669,3,5.224385,3,5.824444,3,38.854907,3,23.197942,3,4.01833,3,3.89289,3
25-fully_observed,fully_observed,"{""nodes"": 16}",original,repeat,1.77803,3,1.199885,3,1.626392,3,1.613492,3,21.932198,3,4.888748,3,0.66072,3,0.25753,3
25-fully_observed,fully_observed,"{""nodes"": 16}",original,counts,1.760324,3,1.165173,3,1.60567,3,1.588925,3,21.944327,3,4.911552,3,0.802725,3,0.383821,3
25-fully_observed,fully_observed,"{""nodes"": 16}",original,masks,1.208288,3,0.665337,3,0.877849,3,0.873182,3,22.448781,3,15.589921,3,2.653936,3,2.482317,3
25-fully_observed,fully_observed,"{""nodes"": 16}",original,metadata,1.191433,3,0.695092,3,0.869886,3,0.844969,3,11.117235,3,2.565441,3,0.709574,3,0.284971,3
25-fully_observed,fully_observed,"{""nodes"": 16}",original,structure,1.283392,3,45.977269,3,1.020665,3,1.593651,3,22.800135,3,15.658467,3,2.256775,3,2.474585,3
25-fully_observed,fully_observed,"{""nodes"": 16}",original,restore,1.759483,3,46.55418,3,1.728896,3,2.29307,3,38.831867,3,23.140004,3,3.582371,3,2.884114,3
25-fully_observed,fully_observed,"{""nodes"": 16}",completion_projected,initial,0.854723,3,28.272216,3,4.133085,3,4.375431,3,6.867823,3,6.348507,3,2.122683,3,2.167921,3
25-fully_observed,fully_observed,"{""nodes"": 16}",completion_projected,repeat,0.715283,3,0.6611,3,0.659728,3,0.651576,3,2.607736,3,1.192685,3,0.705318,3,0.617875,3
25-fully_observed,fully_observed,"{""nodes"": 16}",completion_projected,counts,0.704496,3,0.643093,3,0.626838,3,0.625877,3,2.554786,3,1.162339,3,0.757827,3,0.7072,3
25-fully_observed,fully_observed,"{""nodes"": 16}",completion_projected,masks,0.630454,3,0.52915,3,0.532806,3,0.523983,3,3.617845,3,3.135936,3,1.785542,3,1.754495,3
25-fully_observed,fully_observed,"{""nodes"": 16}",completion_projected,metadata,0.646008,3,0.589322,3,0.546777,3,0.527818,3,2.517861,3,1.081917,3,0.668281,3,0.596763,3
25-fully_observed,fully_observed,"{""nodes"": 16}",completion_projected,structure,0.676484,3,27.216896,3,0.688161,3,0.853612,3,6.296578,3,5.719045,3,1.218184,3,1.201037,3
25-fully_observed,fully_observed,"{""nodes"": 16}",completion_projected,restore,0.71308,3,27.236536,3,0.821193,3,0.998051,3,6.317801,3,5.740026,3,1.165914,3,1.156189,3
26-fully_observed,fully_observed,"{""nodes"": 48}",original,initial,2.963534,3,86.016938,3,5.703682,3,7.582004,3,74.964182,3,46.825989,3,6.70073,3,6.675312,3
26-fully_observed,fully_observed,"{""nodes"": 48}",original,repeat,2.71545,3,1.435823,3,2.848831,3,2.803733,3,35.730741,3,5.018745,3,0.920003,3,0.38369,3
26-fully_observed,fully_observed,"{""nodes"": 48}",original,counts,2.714859,3,1.383063,3,2.20649,3,2.189954,3,35.845254,3,4.963131,3,1.048647,3,0.472415,3
26-fully_observed,fully_observed,"{""nodes"": 48}",original,masks,2.111646,3,0.871378,3,1.265325,3,1.262621,3,47.484874,3,34.650154,3,5.441435,3,4.550146,3
26-fully_observed,fully_observed,"{""nodes"": 48}",original,metadata,2.119748,3,0.864979,3,1.273137,3,1.246546,3,18.118138,3,2.704522,3,0.989057,3,0.408568,3
26-fully_observed,fully_observed,"{""nodes"": 48}",original,structure,2.100038,3,84.139107,3,2.155351,3,3.29755,3,48.888352,3,36.0547,3,4.384184,3,4.031882,3
26-fully_observed,fully_observed,"{""nodes"": 48}",original,restore,2.639184,3,84.828871,3,3.016585,3,4.159054,3,77.340537,3,49.752836,3,5.627566,3,5.671693,3
26-fully_observed,fully_observed,"{""nodes"": 48}",completion_projected,initial,1.516395,3,30.264793,3,5.305879,3,4.663949,3,8.799766,3,8.210956,3,3.955255,3,3.960433,3
26-fully_observed,fully_observed,"{""nodes"": 48}",completion_projected,repeat,1.327659,3,1.210642,3,1.187056,3,1.167827,3,3.131399,3,1.720984,3,1.197843,3,1.137071,3
26-fully_observed,fully_observed,"{""nodes"": 48}",completion_projected,counts,1.296112,3,1.155949,3,1.12301,3,1.146976,3,3.087733,3,1.644088,3,1.234498,3,1.224572,3
26-fully_observed,fully_observed,"{""nodes"": 48}",completion_projected,masks,1.226496,3,1.844662,3,0.954174,3,0.954314,3,4.140515,3,3.609062,3,3.486837,3,3.482089,3
26-fully_observed,fully_observed,"{""nodes"": 48}",completion_projected,metadata,1.899515,3,1.005622,3,1.028306,3,1.039493,3,2.916644,3,1.545169,3,1.160617,3,1.102348,3
26-fully_observed,fully_observed,"{""nodes"": 48}",completion_projected,structure,1.198714,3,29.178719,3,1.769698,3,1.960517,3,7.998244,3,7.521412,3,2.989464,3,2.966038,3
26-fully_observed,fully_observed,"{""nodes"": 48}",completion_projected,restore,1.327509,3,29.241194,3,2.011033,3,2.185648,3,8.106888,3,7.591689,3,3.639228,3,3.661592,3
